Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
1523,909250230,90,Rl,64.0,7804,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Swisu,Norm,Norm,Duplex,2.5Unf,6,7,1930,1950,Gable,Compshg,Stucco,Stucco,Nan,0.0,Ta,Ta,Brktil,Ta,Ta,No,Alq,281.0,Rec,679.0,0.0,960.0,Gasa,Ex,Yes,Sbrkr,960,960,0,1920,2.0,0.0,2,2,4,2,Ta,10,Typ,2,Gd,Detchd,1930.0,Unf,2.0,480.0,Ta,Ta,Yes,248,0,121,0,0,0,Nan,Nan,Nan,0,7,2008,Wd,Abnorml,161900
1524,909251080,70,Rl,66.0,8969,Pave,Nan,Reg,Bnk,Allpub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,6,1926,1950,Gambrel,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Brktil,Ta,Ta,No,Blq,379.0,Unf,0.0,265.0,644.0,Gasa,Ex,Yes,Sbrkr,672,644,0,1316,1.0,0.0,1,0,2,1,Ta,6,Typ,1,Gd,Detchd,2001.0,Unf,1.0,369.0,Ta,Ta,P,0,0,0,0,192,0,Nan,Mnprv,Nan,0,7,2008,Wd,Normal,145000
1525,909251090,70,Rl,79.0,11526,Pave,Nan,Ir1,Bnk,Allpub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2.5Fin,6,7,1922,1994,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ta,Brktil,Ex,Ta,No,Unf,0.0,Unf,0.0,588.0,588.0,Gasa,Fa,Yes,Sbrkr,1423,748,384,2555,0.0,0.0,2,0,3,1,Ta,11,Min1,1,Gd,Detchd,1993.0,Fin,2.0,672.0,Ta,Ta,Yes,431,0,0,0,0,0,Nan,Nan,Nan,0,9,2008,Wd,Normal,191000
1526,909252110,70,Rl,63.0,15576,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,Compshg,Wd Sdng,Plywood,Nan,0.0,Ta,Ta,Brktil,Gd,Ta,No,Unf,0.0,Unf,0.0,840.0,840.0,Gasa,Ex,Yes,Sbrkr,840,840,0,1680,0.0,0.0,2,0,4,1,Ta,8,Typ,0,Nan,Attchd,1960.0,Unf,1.0,308.0,Ta,Ta,Yes,0,0,160,0,0,0,Nan,Nan,Nan,0,3,2008,Wd,Normal,177000
1527,909252220,50,Rl,63.0,15564,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,Compshg,Wd Sdng,Wd Shng,Nan,0.0,Ta,Ta,Brktil,Gd,Ta,No,Unf,0.0,Unf,0.0,676.0,676.0,Gasa,Ex,Yes,Sbrkr,676,588,0,1264,0.0,0.0,1,0,3,1,Ta,6,Typ,0,Nan,Detchd,1994.0,Unf,2.0,400.0,Ta,Ta,Yes,424,0,0,0,0,0,Nan,Nan,Shed,400,1,2008,Wd,Normal,147500
1528,909253190,30,Rl,52.0,6292,Pave,Nan,Reg,Bnk,Allpub,Inside,Gtl,Swisu,Norm,Norm,1Fam,1Story,6,5,1930,1950,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Brktil,Gd,Ta,Mn,Rec,384.0,Unf,0.0,384.0,768.0,Gasa,Ta,No,Sbrkr,790,0,0,790,0.0,0.0,1,0,2,1,Ta,4,Typ,0,Nan,Detchd,1925.0,Unf,1.0,160.0,Fa,Ta,Yes,0,141,0,0,0,0,Nan,Nan,Nan,0,4,2008,Wd,Normal,91000
1529,909254050,70,Rl,54.0,7609,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,8,9,1925,1997,Gable,Compshg,Stucco,Stucco,Nan,0.0,Gd,Gd,Pconc,Fa,Ta,No,Alq,406.0,Unf,0.0,392.0,798.0,Gasa,Ex,Yes,Sbrkr,798,714,0,1512,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1.0,180.0,Ta,Ta,P,85,16,41,0,0,0,Nan,Gdprv,Nan,0,6,2008,Wd,Normal,231000
1530,909256060,50,Rl,51.0,10480,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Swisu,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ta,Brktil,Ta,Ta,No,Unf,0.0,Unf,0.0,1064.0,1064.0,Gasa,Ex,Yes,Fusea,1166,0,473,1639,0.0,0.0,1,0,3,1,Ta,6,Maj2,0,Nan,Detchd,1936.0,Unf,1.0,240.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,3,2008,Wd,Normal,115000
1531,909275040,70,Rl,,9650,Pave,Nan,Ir1,Hls,Allpub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,3,1923,1950,Hip,Compshg,Wd Sdng,Plywood,Nan,0.0,Ta,Ta,Brktil,Ta,Ta,No,Unf,0.0,Unf,0.0,784.0,784.0,Gasa,Ta,Yes,Sbrkr,819,784,0,1603,0.0,0.0,1,0,4,1,Ta,7,Typ,1,Gd,Attchd,1980.0,Unf,2.0,599.0,Ta,Ta,Yes,0,217,0,0,0,0,Nan,Nan,Nan,0,6,2008,Wd,Normal,138000
1532,909275050,70,Rl,60.0,7200,Pave,Nan,Reg,Hls,Allpub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,Compshg,Stucco,Wd Shng,Nan,0.0,Ta,Fa,Brktil,Gd,Ta,No,Unf,0.0,Unf,0.0,776.0,776.0,Gasa,Ta,Yes,Sbrkr,851,651,0,1502,0.0,0.0,1,1,3,1,Ta,6,Typ,1,Gd,Attchd,1931.0,Rfn,1.0,270.0,Ta,Ta,P,0,0,112,0,0,0,Nan,Mnprv,Nan,0,2,2008,Wd,Normal,149000
1533,909276170,70,Rl,74.0,11988,Pave,Nan,Ir1,Hls,Allpub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,Compshg,Stucco,Stucco,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Lwq,326.0,Unf,0.0,389.0,715.0,Gasa,Fa,Yes,Fusea,849,811,0,1660,0.0,0.0,1,1,3,1,Ta,6,Typ,1,Gd,Detchd,1939.0,Unf,1.0,240.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,8,2008,Wd,Normal,188700
1534,909277040,50,Rl,,11700,Pave,Grvl,Ir1,Hls,Allpub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,Compshg,Wdshing,Wd Shng,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Blq,606.0,Unf,0.0,336.0,942.0,Gasa,Ex,Yes,Sbrkr,1265,673,0,1938,0.0,0.0,2,0,4,1,Gd,7,Min2,1,Gd,Detchd,1937.0,Unf,1.0,240.0,Ta,Ta,Yes,0,40,0,0,0,0,Nan,Nan,Nan,0,7,2008,Wd,Normal,198000
1535,909277070,50,Rl,,9260,Pave,Grvl,Ir1,Hls,Allpub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Brktil,Ta,Ta,No,Unf,0.0,Unf,0.0,884.0,884.0,Gasa,Ta,Yes,Fusef,932,442,0,1374,0.0,0.0,1,0,3,1,Ta,6,Typ,0,Nan,Detchd,1938.0,Unf,1.0,225.0,Ta,Ta,Yes,64,0,0,0,100,0,Nan,Nan,Nan,0,3,2008,Wd,Normal,110000
1536,909281030,20,Rl,79.0,7801,Pave,Nan,Ir1,Lvl,Allpub,Corner,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,6,5,1951,1951,Hip,Compshg,Wdshing,Plywood,Brkface,88.0,Ta,Fa,Pconc,Ta,Ta,No,Rec,500.0,Unf,0.0,591.0,1091.0,Gasa,Fa,No,Fusea,1091,0,0,1091,0.0,1.0,1,0,2,1,Ta,5,Typ,1,Ta,Attchd,1951.0,Fin,1.0,344.0,Ta,Ta,Yes,66,105,0,0,221,0,Nan,Mnprv,Nan,0,5,2008,Wd,Normal,104000
1537,909281110,70,Rl,100.0,9670,Pave,Nan,Ir1,Hls,Allpub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1935,1950,Gable,Compshg,Brkface,Stucco,Stone,40.0,Ta,Ta,Pconc,Ta,Fa,No,Lwq,210.0,Unf,0.0,398.0,608.0,Gasa,Ta,Yes,Sbrkr,983,890,0,1873,0.0,0.0,1,1,4,1,Ta,9,Typ,2,Gd,Detchd,1935.0,Fin,2.0,786.0,Fa,Ta,Yes,0,0,207,0,0,0,Nan,Nan,Nan,0,6,2008,Wd,Alloca,257076
1538,909282030,50,Rl,,14100,Pave,Nan,Ir1,Lvl,Allpub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,Compshg,Stucco,Stucco,Brkface,632.0,Ta,Gd,Cblock,Ta,Ta,Mn,Rec,192.0,Unf,0.0,536.0,728.0,Gasa,Ex,Yes,Sbrkr,1968,1479,0,3447,0.0,0.0,3,1,4,1,Gd,11,Typ,2,Gd,Builtin,1982.0,Unf,3.0,1014.0,Ta,Ta,Yes,314,12,0,0,0,0,Nan,Gdwo,Nan,0,5,2008,Wd,Normal,381000
1539,909425010,50,Rl,,15660,Pave,Nan,Ir1,Lvl,Allpub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,Compshg,Vinylsd,Vinylsd,Brkface,312.0,Gd,Gd,Cblock,Ta,Ta,No,Blq,341.0,Unf,0.0,457.0,798.0,Gasa,Ex,Yes,Sbrkr,1137,817,0,1954,0.0,1.0,1,1,3,1,Gd,8,Typ,2,Ta,Attchd,1939.0,Unf,2.0,431.0,Ta,Ta,Yes,0,119,150,0,0,0,Nan,Nan,Nan,0,5,2008,Wd,Normal,311500
1540,909425085,50,Rl,70.0,12392,Pave,Nan,Reg,Bnk,Allpub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1950,2000,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Gd,Cblock,Ta,Gd,No,Glq,435.0,Unf,0.0,397.0,832.0,Gasa,Ex,Yes,Sbrkr,1218,943,0,2161,1.0,0.0,2,1,3,1,Gd,8,Typ,2,Ta,Attchd,1994.0,Fin,2.0,506.0,Ta,Ta,Yes,0,96,0,0,0,0,Nan,Nan,Nan,0,4,2008,Wd,Normal,263400
1541,909428170,20,Rl,56.0,26073,Pave,Nan,Ir1,Lvl,Allpub,Culdsac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,Compshg,Brkface,Metalsd,Nan,0.0,Ta,Ta,Pconc,Ta,Ta,No,Rec,1116.0,Unf,0.0,782.0,1898.0,Gasa,Ex,Yes,Fusea,1898,0,0,1898,0.0,0.0,2,1,3,1,Ta,7,Typ,2,Ta,Attchd,1956.0,Unf,2.0,484.0,Ta,Ta,Yes,0,51,224,0,0,0,Nan,Mnprv,Nan,0,4,2008,Wd,Normal,236500
1542,909428190,20,Rl,,14778,Pave,Nan,Ir1,Low,Allpub,Culdsac,Gtl,Crawfor,Posn,Norm,1Fam,1Story,6,7,1954,2006,Hip,Compshg,Hdboard,Hdboard,Brkface,72.0,Gd,Ta,Cblock,Ta,Ta,No,Blq,728.0,Unf,0.0,568.0,1296.0,Gasa,Ex,Yes,Sbrkr,1640,0,0,1640,1.0,0.0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1993.0,Unf,2.0,924.0,Ta,Ta,Yes,108,0,0,216,0,0,Nan,Nan,Nan,0,11,2008,Wd,Normal,224000
1543,909451020,160,Rm,24.0,1879,Pave,Nan,Reg,Lvl,Allpub,Culdsac,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ta,Cblock,Gd,Ta,No,Glq,366.0,Unf,0.0,150.0,516.0,Gasa,Ta,Yes,Sbrkr,516,516,0,1032,0.0,0.0,1,0,2,1,Ta,5,Typ,1,Ta,Detchd,1980.0,Unf,2.0,462.0,Ta,Ta,Yes,213,0,0,0,0,0,Nan,Gdprv,Nan,0,12,2008,Wd,Normal,116500
1544,909451150,160,Rm,24.0,1950,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Gd,Cblock,Gd,Ta,No,Lwq,81.0,Glq,612.0,23.0,716.0,Gasa,Ta,Yes,Sbrkr,716,840,0,1556,1.0,0.0,2,1,3,1,Ta,6,Typ,1,Ta,Attchd,1980.0,Fin,2.0,452.0,Ta,Ta,Yes,161,0,0,0,0,0,Nan,Gdprv,Nan,0,7,2008,Cod,Normal,151000
1545,910200080,30,Rm,50.0,7000,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Idotrr,Norm,Norm,1Fam,1Story,6,8,1926,1998,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Gd,Brktil,Ta,Ta,No,Rec,299.0,Glq,40.0,555.0,894.0,Gasa,Ta,Yes,Sbrkr,919,0,0,919,1.0,0.0,1,0,2,1,Ta,5,Typ,0,Nan,Detchd,1926.0,Unf,1.0,195.0,Ta,Ta,P,0,0,116,0,0,0,Nan,Mnprv,Nan,0,7,2008,Wd,Normal,126000
1546,910201130,50,Rm,60.0,6000,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Idotrr,Norm,Norm,1Fam,1.5Fin,6,8,1940,2006,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Cblock,Fa,Ta,No,Unf,0.0,Unf,0.0,720.0,720.0,Gasa,Gd,Yes,Sbrkr,760,330,0,1090,0.0,0.0,1,0,3,1,Ta,5,Typ,0,Nan,Detchd,1940.0,Unf,1.0,240.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,7,2008,Wd,Normal,120000
1547,910202050,30,Rm,40.0,3636,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Idotrr,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,Compshg,Asbshng,Asbshng,Nan,0.0,Ta,Ta,Brktil,Ta,Fa,No,Unf,0.0,Unf,0.0,796.0,796.0,Gasa,Fa,No,Sbrkr,796,0,0,796,0.0,0.0,1,0,2,1,Ta,5,Typ,0,Nan,Nan,,Nan,0.0,0.0,Nan,Nan,No,0,0,100,0,0,0,Nan,Mnprv,Nan,0,1,2008,Wd,Normal,55000
1548,910202100,30,Rm,,5890,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Idotrr,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Gd,Gd,Brktil,Ta,Ta,Av,Alq,538.0,Unf,0.0,278.0,816.0,Gasa,Ex,Yes,Sbrkr,816,0,0,816,0.0,0.0,1,0,2,1,Ta,5,Typ,0,Nan,Detchd,2002.0,Unf,1.0,432.0,Ta,Ta,Yes,0,0,96,0,0,0,Nan,Nan,Nan,0,6,2008,Wd,Normal,120500
1549,910203020,30,Rm,71.0,6900,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Idotrr,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Alq,403.0,Rec,125.0,212.0,740.0,Gasa,Ex,Yes,Sbrkr,778,0,0,778,0.0,0.0,1,0,2,1,Ta,4,Typ,1,Gd,Detchd,1966.0,Fin,1.0,924.0,Ex,Ex,Yes,0,25,0,0,0,0,Nan,Nan,Nan,0,2,2008,Wd,Normal,120500
1550,910203090,50,Rm,58.0,8155,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Idotrr,Norm,Norm,1Fam,1.5Fin,5,7,1930,1950,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Cblock,Gd,Ta,No,Unf,0.0,Unf,0.0,780.0,780.0,Gasa,Gd,Yes,Fusea,780,420,0,1200,0.0,0.0,1,0,4,1,Ta,7,Typ,0,Nan,Nan,,Nan,0.0,0.0,Nan,Nan,Yes,0,0,96,0,0,0,Nan,Nan,Nan,0,7,2008,Wd,Normal,119000
1551,910205010,80,Rm,75.0,6000,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Idotrr,Norm,Norm,1Fam,Slvl,5,5,1967,1967,Hip,Compshg,Hdboard,Plywood,Nan,0.0,Fa,Ta,Cblock,Gd,Ta,Mn,Rec,257.0,Unf,0.0,367.0,624.0,Gasa,Ex,Yes,Sbrkr,1092,564,0,1656,0.0,0.0,1,1,3,1,Ta,7,Mod,1,Po,Attchd,1967.0,Unf,1.0,288.0,Ta,Ta,Yes,0,180,0,0,100,0,Nan,Mnprv,Nan,0,7,2008,Wd,Normal,126000
1552,910206110,30,Rm,60.0,7392,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Idotrr,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Brktil,Ta,Ta,No,Unf,0.0,Unf,0.0,520.0,520.0,Gasa,Ta,Yes,Fusea,912,0,0,912,0.0,0.0,1,0,2,1,Ta,5,Typ,0,Nan,Detchd,1934.0,Rfn,1.0,360.0,Ta,Ta,Yes,0,90,0,0,0,0,Nan,Nan,Nan,0,5,2008,Wd,Normal,99500
1553,910226040,50,Rm,75.0,9000,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Idotrr,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,Compshg,Wdshing,Wd Shng,Brkface,162.0,Ta,Ta,Cblock,Ta,Ta,No,Alq,330.0,Unf,0.0,821.0,1151.0,Gasa,Gd,Yes,Fusea,1151,804,0,1955,0.0,0.0,2,0,4,1,Ta,7,Typ,0,Nan,Attchd,1958.0,Fin,1.0,356.0,Ta,Ta,Yes,0,0,0,0,0,0,Nan,Nan,Nan,0,1,2008,Wd,Normal,165500
1554,910251050,20,A (Agr),80.0,14584,Pave,Nan,Reg,Low,Allpub,Inside,Mod,Idotrr,Norm,Norm,1Fam,1Story,1,5,1952,1952,Gable,Compshg,Asbshng,Vinylsd,Nan,0.0,Fa,Po,Slab,Nan,Nan,Nan,Nan,0.0,Nan,0.0,0.0,0.0,Wall,Po,No,Fusea,733,0,0,733,0.0,0.0,1,0,2,1,Fa,4,Sal,0,Nan,Attchd,1952.0,Unf,2.0,487.0,Fa,Po,No,0,0,0,0,0,0,Nan,Nan,Nan,0,2,2008,Wd,Abnorml,13100
1555,911102090,70,C (All),60.0,5280,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Idotrr,Feedr,Norm,1Fam,2Story,4,7,1895,1950,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Ta,Ta,Stone,Po,Fa,No,Unf,0.0,Unf,0.0,173.0,173.0,Gasa,Ex,No,Sbrkr,825,536,0,1361,0.0,0.0,1,0,2,1,Ta,6,Typ,0,Nan,Detchd,1895.0,Unf,1.0,185.0,Fa,Ta,Yes,0,123,0,0,0,0,Nan,Nan,Nan,0,7,2008,Wd,Normal,89000
1556,911102170,70,C (All),50.0,8500,Pave,Pave,Reg,Lvl,Allpub,Inside,Gtl,Idotrr,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,Compshg,Brkface,Brkface,Nan,0.0,Ta,Fa,Brktil,Ta,Ta,No,Unf,0.0,Unf,0.0,649.0,649.0,Gasa,Ta,No,Sbrkr,649,668,0,1317,0.0,0.0,1,0,3,1,Ta,6,Typ,0,Nan,Detchd,1920.0,Unf,1.0,250.0,Ta,Fa,No,0,54,172,0,0,0,Nan,Mnprv,Nan,0,7,2008,Wd,Normal,40000
1557,911102180,50,C (All),52.0,5150,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Idotrr,Feedr,Norm,1Fam,1.5Fin,4,7,1910,2000,Gable,Compshg,Plywood,Plywood,Nan,0.0,Ta,Ta,Pconc,Po,Ta,No,Unf,0.0,Unf,0.0,356.0,356.0,Gasa,Ta,No,Fusea,671,378,0,1049,0.0,0.0,1,0,2,1,Ta,5,Typ,0,Nan,Detchd,1910.0,Unf,1.0,195.0,Po,Fa,No,0,0,0,0,0,0,Nan,Nan,Nan,0,5,2008,Wd,Normal,80900
1558,911226010,30,C (All),120.0,18000,Grvl,Nan,Reg,Low,Allpub,Inside,Gtl,Idotrr,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Fa,Ta,Cblock,Ta,Ta,No,Unf,0.0,Unf,0.0,894.0,894.0,Gasa,Ta,Yes,Sbrkr,894,0,0,894,0.0,0.0,1,0,2,1,Ta,6,Typ,0,Nan,Detchd,1994.0,Rfn,3.0,1248.0,Ta,Ta,Yes,0,20,0,0,0,0,Nan,Nan,Shed,560,8,2008,Conld,Normal,81000
1559,911226030,70,C (All),60.0,9000,Grvl,Nan,Reg,Bnk,Allpub,Inside,Gtl,Idotrr,Norm,Norm,1Fam,2Story,4,6,1920,1950,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Ta,Ta,Stone,Fa,Fa,Mn,Unf,0.0,Unf,0.0,592.0,592.0,Gasa,Ex,Yes,Sbrkr,432,432,0,864,0.0,0.0,1,1,3,1,Fa,5,Min2,0,Nan,Detchd,1920.0,Unf,1.0,216.0,Fa,Fa,No,0,30,160,0,0,0,Nan,Nan,Nan,0,6,2008,Wd,Normal,65000
1560,911370410,120,Rm,64.0,5587,Pave,Nan,Ir1,Hls,Allpub,Inside,Mod,Crawfor,Norm,Norm,Twnhse,1Story,8,5,2008,2008,Hip,Compshg,Cemntbd,Cmentbd,Stone,186.0,Ex,Ta,Pconc,Ex,Ta,Gd,Glq,1480.0,Unf,0.0,120.0,1600.0,Gasa,Ex,Yes,Sbrkr,1652,0,0,1652,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2.0,482.0,Ta,Ta,Yes,162,53,0,153,0,0,Nan,Nan,Nan,0,11,2008,New,Partial,392500
1561,911370490,120,Rm,44.0,3843,Pave,Nan,Ir1,Hls,Allpub,Inside,Mod,Crawfor,Norm,Norm,Twnhse,1Story,8,5,2007,2008,Hip,Compshg,Cemntbd,Cmentbd,Stone,186.0,Ex,Ta,Pconc,Ex,Ta,Gd,Glq,1476.0,Unf,0.0,120.0,1596.0,Gasa,Ex,Yes,Sbrkr,1648,0,0,1648,1.0,1.0,2,0,2,1,Ex,5,Typ,1,Gd,Attchd,2007.0,Fin,2.0,525.0,Ta,Ta,Yes,162,53,0,153,0,0,Nan,Nan,Nan,0,8,2008,New,Partial,294464
1562,911370520,120,Rm,44.0,3811,Pave,Nan,Ir1,Hls,Allpub,Inside,Mod,Crawfor,Norm,Norm,Twnhse,1Story,7,5,2004,2005,Hip,Compshg,Cemntbd,Cmentbd,Stone,174.0,Gd,Ta,Pconc,Ex,Ta,Gd,Glq,1474.0,Unf,0.0,120.0,1594.0,Gasa,Ex,Yes,Sbrkr,1646,0,0,1646,1.0,1.0,2,0,2,1,Ex,5,Typ,1,Gd,Attchd,2004.0,Fin,2.0,482.0,Ta,Ta,Yes,128,53,0,0,155,0,Nan,Nan,Nan,0,7,2008,Wd,Normal,250000
1563,911370540,120,Rm,44.0,3842,Pave,Nan,Ir1,Hls,Allpub,Inside,Mod,Crawfor,Norm,Norm,Twnhse,1Story,8,5,2004,2005,Hip,Compshg,Cemntbd,Cmentbd,Stone,174.0,Gd,Ta,Pconc,Ex,Ta,Gd,Glq,1373.0,Unf,0.0,221.0,1594.0,Gasa,Ex,Yes,Sbrkr,1646,0,0,1646,1.0,1.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2004.0,Fin,2.0,482.0,Ta,Ta,Yes,128,53,0,0,155,0,Nan,Nan,Nan,0,1,2008,Wd,Normal,275000
1564,914453045,20,Rl,,23730,Pave,Nan,Ir2,Lvl,Allpub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,Compshg,Metalsd,Metalsd,Brkface,668.0,Gd,Ta,Pconc,Ex,Ta,Mn,Glq,700.0,Unf,0.0,1140.0,1840.0,Gasa,Ex,Yes,Sbrkr,2032,0,0,2032,1.0,0.0,3,0,3,1,Gd,7,Typ,0,Nan,Attchd,1996.0,Fin,3.0,786.0,Ta,Ta,Yes,0,46,192,0,0,0,Nan,Nan,Nan,0,9,2008,Wd,Normal,300000
1565,914465060,20,Rl,,13265,Pave,Nan,Ir1,Lvl,Allpub,Culdsac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,Compshg,Cemntbd,Cmentbd,Brkface,148.0,Gd,Ta,Pconc,Gd,Ta,No,Glq,1218.0,Unf,0.0,350.0,1568.0,Gasa,Ex,Yes,Sbrkr,1689,0,0,1689,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2002.0,Rfn,3.0,857.0,Ta,Ta,Yes,150,59,0,0,0,0,Nan,Nan,Nan,0,7,2008,Wd,Normal,271000
1566,914467050,60,Rl,,11050,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Pconc,Gd,Ta,Mn,Unf,0.0,Unf,0.0,910.0,910.0,Gasa,Ex,Yes,Sbrkr,910,910,0,1820,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Ta,Attchd,1996.0,Unf,3.0,816.0,Ta,Ta,Yes,318,32,0,0,0,0,Nan,Nan,Nan,0,9,2008,Wd,Normal,213000
